timestamp,oxygen saturation percentage,data source
2026-06-03T22:29:37Z,96.1,Versa 4
2026-06-03T22:30:37Z,96.1,Versa 4
2026-06-03T22:31:37Z,50.0,Versa 4
2026-06-03T22:32:37Z,50.0,Versa 4
2026-06-03T22:33:37Z,95.8,Versa 4
2026-06-03T22:34:37Z,96.5,Versa 4
2026-06-03T22:35:37Z,97.5,Versa 4
2026-06-03T22:36:37Z,98.3,Versa 4
2026-06-03T22:37:37Z,98.8,Versa 4
2026-06-03T22:38:37Z,99.0,Versa 4
2026-06-03T22:39:37Z,99.0,Versa 4
2026-06-03T22:40:37Z,98.9,Versa 4
2026-06-03T22:41:37Z,98.9,Versa 4
2026-06-03T22:42:37Z,98.7,Versa 4
2026-06-03T22:43:37Z,98.7,Versa 4
2026-06-03T22:44:37Z,98.7,Versa 4
2026-06-03T22:45:37Z,98.8,Versa 4
2026-06-03T22:46:37Z,98.4,Versa 4
2026-06-03T22:47:37Z,97.9,Versa 4
2026-06-03T22:48:37Z,97.9,Versa 4
